run1/center_2017_10_14_00_18_50_634.jpg,run1/left_2017_10_14_00_18_50_634.jpg,run1/right_2017_10_14_00_18_50_634.jpg,0,0,0,3.560168E-06
run1/center_2017_10_14_00_18_50_708.jpg,run1/left_2017_10_14_00_18_50_708.jpg,run1/right_2017_10_14_00_18_50_708.jpg,0,0,0,3.958782E-06
run1/center_2017_10_14_00_18_50_777.jpg,run1/left_2017_10_14_00_18_50_777.jpg,run1/right_2017_10_14_00_18_50_777.jpg,0,0,0,4.490424E-06
run1/center_2017_10_14_00_18_50_848.jpg,run1/left_2017_10_14_00_18_50_848.jpg,run1/right_2017_10_14_00_18_50_848.jpg,0,0,0,4.689756E-06
run1/center_2017_10_14_00_18_50_924.jpg,run1/left_2017_10_14_00_18_50_924.jpg,run1/right_2017_10_14_00_18_50_924.jpg,0,0,0,4.623116E-06
run1/center_2017_10_14_00_18_50_998.jpg,run1/left_2017_10_14_00_18_50_998.jpg,run1/right_2017_10_14_00_18_50_998.jpg,0,0,0,4.822431E-06
run1/center_2017_10_14_00_18_51_068.jpg,run1/left_2017_10_14_00_18_51_068.jpg,run1/right_2017_10_14_00_18_51_068.jpg,0,0,0,4.888786E-06
run1/center_2017_10_14_00_18_51_140.jpg,run1/left_2017_10_14_00_18_51_140.jpg,run1/right_2017_10_14_00_18_51_140.jpg,0,0,0,5.088126E-06
run1/center_2017_10_14_00_18_51_211.jpg,run1/left_2017_10_14_00_18_51_211.jpg,run1/right_2017_10_14_00_18_51_211.jpg,0,0,0,5.354001E-06
run1/center_2017_10_14_00_18_51_282.jpg,run1/left_2017_10_14_00_18_51_282.jpg,run1/right_2017_10_14_00_18_51_282.jpg,0,0,0,5.486904E-06
run1/center_2017_10_14_00_18_51_354.jpg,run1/left_2017_10_14_00_18_51_354.jpg,run1/right_2017_10_14_00_18_51_354.jpg,0,0,0,5.819309E-06
run1/center_2017_10_14_00_18_51_422.jpg,run1/left_2017_10_14_00_18_51_422.jpg,run1/right_2017_10_14_00_18_51_422.jpg,0,0,0,6.018748E-06
run1/center_2017_10_14_00_18_51_495.jpg,run1/left_2017_10_14_00_18_51_495.jpg,run1/right_2017_10_14_00_18_51_495.jpg,0,0,0,6.218167E-06
run1/center_2017_10_14_00_18_51_570.jpg,run1/left_2017_10_14_00_18_51_570.jpg,run1/right_2017_10_14_00_18_51_570.jpg,0,0,0,6.351097E-06
run1/center_2017_10_14_00_18_51_642.jpg,run1/left_2017_10_14_00_18_51_642.jpg,run1/right_2017_10_14_00_18_51_642.jpg,0,0,0,6.683557E-06
run1/center_2017_10_14_00_18_51_711.jpg,run1/left_2017_10_14_00_18_51_711.jpg,run1/right_2017_10_14_00_18_51_711.jpg,0,0,0,4.68907E-06
run1/center_2017_10_14_00_18_51_787.jpg,run1/left_2017_10_14_00_18_51_787.jpg,run1/right_2017_10_14_00_18_51_787.jpg,0,0,0,3.227582E-06
run1/center_2017_10_14_00_18_51_859.jpg,run1/left_2017_10_14_00_18_51_859.jpg,run1/right_2017_10_14_00_18_51_859.jpg,0,0,0,1.835498E-06
run1/center_2017_10_14_00_18_51_932.jpg,run1/left_2017_10_14_00_18_51_932.jpg,run1/right_2017_10_14_00_18_51_932.jpg,-0.01764706,0.1068299,0,0.05584104
run1/center_2017_10_14_00_18_52_004.jpg,run1/left_2017_10_14_00_18_52_004.jpg,run1/right_2017_10_14_00_18_52_004.jpg,-0.1647059,0.3163226,0,0.1781403
run1/center_2017_10_14_00_18_52_078.jpg,run1/left_2017_10_14_00_18_52_078.jpg,run1/right_2017_10_14_00_18_52_078.jpg,-0.2647059,0.537255,0,0.5774029
run1/center_2017_10_14_00_18_52_146.jpg,run1/left_2017_10_14_00_18_52_146.jpg,run1/right_2017_10_14_00_18_52_146.jpg,-0.2647059,0.7228081,0,1.021849
run1/center_2017_10_14_00_18_52_222.jpg,run1/left_2017_10_14_00_18_52_222.jpg,run1/right_2017_10_14_00_18_52_222.jpg,-0.2647059,0.9666595,0,1.779191
run1/center_2017_10_14_00_18_52_290.jpg,run1/left_2017_10_14_00_18_52_290.jpg,run1/right_2017_10_14_00_18_52_290.jpg,-0.2647059,1,0,2.650449
run1/center_2017_10_14_00_18_52_363.jpg,run1/left_2017_10_14_00_18_52_363.jpg,run1/right_2017_10_14_00_18_52_363.jpg,-0.2647059,1,0,3.345796
run1/center_2017_10_14_00_18_52_432.jpg,run1/left_2017_10_14_00_18_52_432.jpg,run1/right_2017_10_14_00_18_52_432.jpg,-0.2647059,0.9145298,0,4.260709
run1/center_2017_10_14_00_18_52_503.jpg,run1/left_2017_10_14_00_18_52_503.jpg,run1/right_2017_10_14_00_18_52_503.jpg,-0.2647059,0.729589,0,4.816122
run1/center_2017_10_14_00_18_52_571.jpg,run1/left_2017_10_14_00_18_52_571.jpg,run1/right_2017_10_14_00_18_52_571.jpg,-0.2647059,0.49597,0,5.349371
run1/center_2017_10_14_00_18_52_643.jpg,run1/left_2017_10_14_00_18_52_643.jpg,run1/right_2017_10_14_00_18_52_643.jpg,-0.2647059,0.3038259,0,5.587414
run1/center_2017_10_14_00_18_52_713.jpg,run1/left_2017_10_14_00_18_52_713.jpg,run1/right_2017_10_14_00_18_52_713.jpg,-0.2647059,0.07051873,0,5.709018
